  6.22180129  0.99994487  
  6.22847585  0.99972118  
  6.23515048  1.00108536  
  6.24182507  1.00017832  
  6.24849963  1.00017010  
  6.25517422  0.99984314  
  6.26184885  0.99513325  
  6.26852341  0.99306938  
  6.27519800  0.99284780  
  6.28187263  0.99258072  
  0.00536188  0.99282530  
  0.01203647  0.99385738  
  0.01871107  0.99432758  
  0.02538566  0.99692872  
  0.03206025  1.00033331  
  0.03873485  1.00001614  
  0.04540941  0.99983640  
  0.05208403  0.99982756  
  0.05875862  0.99973919  
  6.22604975  0.99985229  
  6.23272431  0.99969859  
  6.23939879  0.99974218  
  6.24607332  0.99945418  
  6.25274780  0.99937505  
  6.25942236  0.99558289  
  6.26609688  0.99282303  
  6.27277137  0.99299887  
  6.27944592  0.99277174  
  0.00293513  0.99299277  
  0.00960966  0.99303525  
  0.01628414  0.99329786  
  0.02295870  0.99530827  
  0.02963322  0.99932512  
  0.03630771  0.99992424  
  0.04298223  1.00024497  
  0.04965678  1.00043712  
  0.05633127  0.99982235  
  6.22763349  0.99968798  
  6.23430786  1.00023486  
  6.24098219  1.00001354  
  6.24765649  0.99986814  
  6.25433086  0.99946783  
  6.26100519  0.99476237  
  6.26767949  0.99274486  
  6.27435390  0.99211573  
  6.28102837  0.99253435  
  0.00451752  0.99257398  
  0.01119195  0.99284943  
  0.01786645  0.99370342  
  0.02454091  0.99661157  
  0.03121534  0.99990598  
  0.03788984  0.99960446  
  0.04456430  1.00015823  
  0.05123874  0.99994554  
  0.05791320  0.99988783  
  6.22507043  1.00016241  
  6.23174483  0.99947543  
  6.23841920  0.99960641  
  6.24509353  1.00039752  
  6.25176790  1.00028565  
  6.25844229  0.99677144  
  6.26511662  0.99391131  
  6.27179099  0.99323690  
  6.27846538  0.99248939  
  0.00195078  0.99265345  
  0.00862068  0.99316006  
  0.01529065  0.99338380  
  0.02196058  0.99498926  
  0.02863048  0.99975320  
  0.03530042  1.00002445  
  0.04197035  0.99954579  
  0.04864028  0.99988764  
  0.05531022  1.00015022  
  6.22495414  1.00019874  
  6.23162398  1.00027804  
  6.23829385  1.00011354  
  6.24496369  0.99993019  
  6.25163350  1.00009979  
  6.25830338  0.99742881  
  6.26497319  0.99378401  
  6.27164303  0.99316023  
  6.27831291  0.99251493  
  0.00179796  0.99277273  
  0.00846959  0.99266378  
  0.01514121  0.99423036  
  0.02181285  0.99568518  
  0.02848444  0.99928229  
  0.03515606  0.99999363  
  0.04182772  1.00028935  
  0.04849930  1.00005276  
  0.05517092  0.99948712  
  6.22776125  0.99985181  
  6.23443275  0.99983720  
  6.24110422  0.99978966  
  6.24777572  0.99978057  
  6.25444725  0.99919071  
  6.26111871  0.99462326  
  6.26779021  0.99341785  
  6.27446174  0.99275072  
  6.28113320  0.99226578  
  0.00461939  0.99288585  
  0.01129070  0.99250498  
  0.01796146  0.99329695  
  0.02463221  0.99654572  
  0.03130297  0.99945419  
  0.03797373  0.99942337  
  0.04464448  1.00003804  
  0.05131524  0.99969691  
  0.05798597  0.99983515  
  6.22175463  1.00028525  
  6.22842537  1.00011172  
  6.23509614  1.00041285  
  6.24176685  1.00060522  
  6.24843759  0.99991709  
  6.25510830  0.99931835  
  6.26177908  0.99441078  
  6.26844982  0.99286725  
  6.27512053  0.99300891  
  6.28179130  0.99252649  
  0.00527674  0.99280827  
  0.01194745  0.99291108  
  0.01861529  0.99414456  
  0.02528191  0.99701082  
  0.03194856  1.00048703  
  0.03861521  1.00043268  
  0.04528190  1.00016034  
  0.05194851  1.00009399  
  0.05861517  0.99985252  
  6.22527449  0.99963571  
  6.23194120  1.00030494  
  6.23860787  1.00009764  
  6.24527452  1.00025526  
  6.25194122  1.00023790  
  6.25860790  0.99643396  
  6.26527454  0.99316659  
  6.27194124  0.99208865  
  6.27860792  0.99206832  
  0.00208925  0.99179218  
  0.00875593  0.99210285  
  0.01542297  0.99310601  
  0.02209150  0.99451499  
  0.02876007  0.99909827  
  0.03542863  1.00002441  
  0.04209719  0.99954473  
  0.04876576  0.99986344  
  0.05543432  0.99997583  
  6.22388065  0.99989273  
  6.23054923  0.99992378  
  6.23721789  1.00016117  
  6.24388651  1.00024667  
  6.25055510  1.00008023  
  6.25722372  0.99801155  
  6.26389238  0.99346216  
  6.27056100  0.99276570  
  6.27722959  0.99272587  
  0.00071294  0.99287490  
  0.00738156  0.99269103  
  0.01405015  0.99390964  
  0.02071598  0.99430767  
  0.02738023  0.99841991  
  0.03404445  1.00029185  
  0.04070870  1.00041307  
  0.04737299  1.00030508  
  0.05403721  0.99997411  
  0.06070147  1.00012760  
  6.22230067  0.99997382  
  6.22291879  0.99997382  
  6.22353691  0.99997382  
  6.22415503  0.99997382  
  6.22477314  0.99997382  
  6.22539126  0.99997382  
  6.22600938  0.99997382  
  6.22662750  0.99997382  
  6.22724562  0.99997382  
  6.22786374  0.99997382  
  6.22848185  0.99997382  
  6.22909997  0.99997382  
  6.22971809  0.99997382  
  6.23033621  0.99997382  
  6.23095433  0.99997382  
  6.23157244  0.99997382  
  6.23219056  0.99997382  
  6.23280868  0.99997382  
  6.23342680  0.99997382  
  6.23404492  0.99997382  
  6.23466303  0.99997382  
  6.23528115  0.99997382  
  6.23589927  0.99997382  
  6.23651739  0.99997382  
  6.23713551  0.99997382  
  6.23775363  0.99997382  
  6.23837174  0.99997382  
  6.23898986  0.99997382  
  6.23960798  0.99997382  
  6.24022610  0.99997382  
  6.24084422  0.99997382  
  6.24146233  0.99997382  
  6.24208045  0.99997382  
  6.24269857  0.99997382  
  6.24331669  0.99997382  
  6.24393481  0.99997382  
  6.24455292  0.99997382  
  6.24517104  0.99997382  
  6.24578916  0.99997382  
  6.24640728  0.99997382  
  6.24702540  0.99997382  
  6.24764352  0.99997382  
  6.24826163  0.99997382  
  6.24887975  0.99997382  
  6.24949787  0.99996938  
  6.25011599  0.99995017  
  6.25073411  0.99990987  
  6.25135222  0.99984375  
  6.25197034  0.99974819  
  6.25258846  0.99962043  
  6.25320658  0.99945843  
  6.25382470  0.99926081  
  6.25444281  0.99902679  
  6.25506093  0.99875614  
  6.25567905  0.99844939  
  6.25629717  0.99810747  
  6.25691529  0.99773788  
  6.25753341  0.99735239  
  6.25815152  0.99695978  
  6.25876964  0.99656814  
  6.25938776  0.99618579  
  6.26000588  0.99582247  
  6.26062400  0.99547972  
  6.26124211  0.99516029  
  6.26186023  0.99486737  
  6.26247835  0.99460203  
  6.26309647  0.99436459  
  6.26371459  0.99415474  
  6.26433270  0.99397148  
  6.26495082  0.99381318  
  6.26556894  0.99367747  
  6.26618706  0.99356106  
  6.26680518  0.99345929  
  6.26742330  0.99336620  
  6.26804141  0.99328208  
  6.26865953  0.99320498  
  6.26927765  0.99313388  
  6.26989577  0.99306807  
  6.27051389  0.99300706  
  6.27113200  0.99295043  
  6.27175012  0.99289786  
  6.27236824  0.99284909  
  6.27298636  0.99280390  
  6.27360448  0.99276209  
  6.27422259  0.99272350  
  6.27484071  0.99268799  
  6.27545883  0.99265544  
  6.27607695  0.99262574  
  6.27669507  0.99259880  
  6.27731318  0.99257453  
  6.27793130  0.99255288  
  6.27854942  0.99253377  
  6.27916754  0.99251715  
  6.27978566  0.99250299  
  6.28040378  0.99249125  
  6.28102189  0.99248188  
  6.28164001  0.99247488  
  6.28225813  0.99247022  
  6.28287625  0.99246790  
  0.00030906  0.99246790  
  0.00092718  0.99247022  
  0.00154530  0.99247488  
  0.00216341  0.99248188  
  0.00278153  0.99249125  
  0.00339965  0.99250299  
  0.00401777  0.99251716  
  0.00463589  0.99253377  
  0.00525400  0.99255288  
  0.00587212  0.99257453  
  0.00649024  0.99259880  
  0.00710836  0.99262574  
  0.00772648  0.99265544  
  0.00834459  0.99268799  
  0.00896271  0.99272350  
  0.00958083  0.99276209  
  0.01019895  0.99280390  
  0.01081707  0.99284910  
  0.01143519  0.99289787  
  0.01205330  0.99295043  
  0.01267142  0.99300706  
  0.01328954  0.99306808  
  0.01390766  0.99313388  
  0.01452578  0.99320499  
  0.01514389  0.99328209  
  0.01576201  0.99336621  
  0.01638013  0.99345929  
  0.01699825  0.99356107  
  0.01761637  0.99367748  
  0.01823448  0.99381319  
  0.01885260  0.99397149  
  0.01947072  0.99415474  
  0.02008884  0.99436460  
  0.02070696  0.99460203  
  0.02132508  0.99486738  
  0.02194319  0.99516029  
  0.02256131  0.99547973  
  0.02317943  0.99582247  
  0.02379755  0.99618580  
  0.02441567  0.99656815  
  0.02503378  0.99695978  
  0.02565190  0.99735240  
  0.02627002  0.99773789  
  0.02688814  0.99810747  
  0.02750626  0.99844940  
  0.02812437  0.99875615  
  0.02874249  0.99902680  
  0.02936061  0.99926082  
  0.02997873  0.99945844  
  0.03059685  0.99962044  
  0.03121497  0.99974820  
  0.03183308  0.99984376  
  0.03245120  0.99990988  
  0.03306932  0.99995018  
  0.03368744  0.99996939  
  0.03430556  0.99997383  
  0.03492367  0.99997383  
  0.03554179  0.99997383  
  0.03615991  0.99997383  
  0.03677803  0.99997383  
  0.03739615  0.99997383  
  0.03801426  0.99997383  
  0.03863238  0.99997383  
  0.03925050  0.99997383  
  0.03986862  0.99997383  
  0.04048674  0.99997383  
  0.04110486  0.99997383  
  0.04172297  0.99997383  
  0.04234109  0.99997383  
  0.04295921  0.99997383  
  0.04357733  0.99997383  
  0.04419545  0.99997383  
  0.04481356  0.99997383  
  0.04543168  0.99997383  
  0.04604980  0.99997383  
  0.04666792  0.99997384  
  0.04728604  0.99997384  
  0.04790415  0.99997384  
  0.04852227  0.99997384  
  0.04914039  0.99997384  
  0.04975851  0.99997384  
  0.05037663  0.99997384  
  0.05099475  0.99997384  
  0.05161286  0.99997384  
  0.05223098  0.99997384  
  0.05284910  0.99997384  
  0.05346722  0.99997384  
  0.05408534  0.99997384  
  0.05470345  0.99997384  
  0.05532157  0.99997384  
